6677.6s 1 
6677.6s 2 This could be a false alarm, with some parameters getting used by language bindings but
6677.6s 3 then being mistakenly passed down to XGBoost core, or some parameter actually being used
6677.6s 4 but getting flagged wrongly here. Please open an issue if you find any such cases.
6677.6s 5 
6677.6s 6 
6677.6s 7 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6677.6s 8 UserWarning,
6677.6s 9 [0]	validation_0-mlogloss:1.70836
7190.0s 2395 [58]	validation_0-mlogloss:0.56043
7190.3s 2396 [59]	validation_0-mlogloss:0.55849
7190.7s 2397 [60]	validation_0-mlogloss:0.55677
7191.0s 2398 [61]	validation_0-mlogloss:0.55508
7191.3s 2399 [62]	validation_0-mlogloss:0.55311
7191.7s 2400 [63]	validation_0-mlogloss:0.55166
7192.0s 2401 [64]	validation_0-mlogloss:0.54971
7192.4s 2402 [65]	validation_0-mlogloss:0.54757
7192.7s 2403 [66]	validation_0-mlogloss:0.54562
7193.1s 2404 [67]	validation_0-mlogloss:0.54398
7195.3s 2405 [68]	validation_0-mlogloss:0.54235
7195.3s 2406 [69]	validation_0-mlogloss:0.54054
7195.3s 2407 [70]	validation_0-mlogloss:0.53885
7195.3s 2408 [71]	validation_0-mlogloss:0.53714
7195.3s 2409 [72]	validation_0-mlogloss:0.53584
7195.7s 2410 [73]	validation_0-mlogloss:0.53410
7196.1s 2411 [74]	validation_0-mlogloss:0.53290
7196.5s 2412 [75]	validation_0-mlogloss:0.53165
7196.9s 2413 [76]	validation_0-mlogloss:0.53043
7197.4s 2414 [77]	validation_0-mlogloss:0.52903
7197.9s 2415 [78]	validation_0-mlogloss:0.52774
7198.3s 2416 [79]	validation_0-mlogloss:0.52645
7198.7s 2417 [80]	validation_0-mlogloss:0.52536
7199.1s 2418 [81]	validation_0-mlogloss:0.52406
7199.6s 2419 [82]	validation_0-mlogloss:0.52313
7200.0s 2420 [83]	validation_0-mlogloss:0.52184
7200.5s 2421 [84]	validation_0-mlogloss:0.52059
7200.9s 2422 [85]	validation_0-mlogloss:0.51974
7201.4s 2423 [86]	validation_0-mlogloss:0.51868
7201.9s 2424 [87]	validation_0-mlogloss:0.51701
7202.4s 2425 [88]	validation_0-mlogloss:0.51620
7202.9s 2426 [89]	validation_0-mlogloss:0.51506
7203.4s 2427 [90]	validation_0-mlogloss:0.51406
7203.9s 2428 [91]	validation_0-mlogloss:0.51320
7204.4s 2429 [92]	validation_0-mlogloss:0.51239
7204.9s 2430 [93]	validation_0-mlogloss:0.51166
7205.4s 2431 [94]	validation_0-mlogloss:0.51098
7205.9s 2432 [95]	validation_0-mlogloss:0.51021
7206.4s 2433 [96]	validation_0-mlogloss:0.50974
7207.0s 2434 [97]	validation_0-mlogloss:0.50857
7207.5s 2435 [98]	validation_0-mlogloss:0.50732
7208.1s 2436 [99]	validation_0-mlogloss:0.50629
7208.7s 2437 [100]	validation_0-mlogloss:0.50561
7209.2s 2438 [101]	validation_0-mlogloss:0.50520
7209.7s 2439 [102]	validation_0-mlogloss:0.50463
7210.3s 2440 [103]	validation_0-mlogloss:0.50401
7210.8s 2441 [104]	validation_0-mlogloss:0.50290
7211.4s 2442 [105]	validation_0-mlogloss:0.50200
7211.9s 2443 [106]	validation_0-mlogloss:0.50102
7212.5s 2444 [107]	validation_0-mlogloss:0.49954
7213.1s 2445 [108]	validation_0-mlogloss:0.49854
7213.7s 2446 [109]	validation_0-mlogloss:0.49739
7214.2s 2447 [110]	validation_0-mlogloss:0.49681
7214.8s 2448 [111]	validation_0-mlogloss:0.49583
7215.4s 2449 [112]	validation_0-mlogloss:0.49526
7216.0s 2450 [113]	validation_0-mlogloss:0.49407
7216.6s 2451 [114]	validation_0-mlogloss:0.49337
7217.2s 2452 [115]	validation_0-mlogloss:0.49285
7217.8s 2453 [116]	validation_0-mlogloss:0.49207
7218.6s 2454 [117]	validation_0-mlogloss:0.49141
7219.5s 2455 [118]	validation_0-mlogloss:0.48995
7220.2s 2456 [119]	validation_0-mlogloss:0.48906
7220.8s 2457 [120]	validation_0-mlogloss:0.48853
7221.4s 2458 [121]	validation_0-mlogloss:0.48806
7222.1s 2459 [122]	validation_0-mlogloss:0.48739
7222.7s 2460 [123]	validation_0-mlogloss:0.48644
7223.4s 2461 [124]	validation_0-mlogloss:0.48587
7224.0s 2462 [125]	validation_0-mlogloss:0.48518
7224.7s 2463 [126]	validation_0-mlogloss:0.48471
7227.2s 2464 [127]	validation_0-mlogloss:0.48374
7227.2s 2465 [128]	validation_0-mlogloss:0.48306
7227.3s 2466 [129]	validation_0-mlogloss:0.48248
7227.7s 2467 [130]	validation_0-mlogloss:0.48173
7228.4s 2468 [131]	validation_0-mlogloss:0.48141
7229.1s 2469 [132]	validation_0-mlogloss:0.48063
7229.8s 2470 [133]	validation_0-mlogloss:0.48005
7230.6s 2471 [134]	validation_0-mlogloss:0.47952
7231.3s 2472 [135]	validation_0-mlogloss:0.47906
7232.1s 2473 [136]	validation_0-mlogloss:0.47782
7232.8s 2474 [137]	validation_0-mlogloss:0.47714
7233.5s 2475 [138]	validation_0-mlogloss:0.47656
7234.2s 2476 [139]	validation_0-mlogloss:0.47584
7235.0s 2477 [140]	validation_0-mlogloss:0.47514
7235.7s 2478 [141]	validation_0-mlogloss:0.47461
7236.4s 2479 [142]	validation_0-mlogloss:0.47356
7237.2s 2480 [143]	validation_0-mlogloss:0.47315
7238.0s 2481 [144]	validation_0-mlogloss:0.47272
7238.7s 2482 [145]	validation_0-mlogloss:0.47219
7239.5s 2483 [146]	validation_0-mlogloss:0.47198
7240.3s 2484 [147]	validation_0-mlogloss:0.47138
7241.1s 2485 [148]	validation_0-mlogloss:0.47104
7241.9s 2486 [149]	validation_0-mlogloss:0.47041
7242.7s 2487 [150]	validation_0-mlogloss:0.47012
7243.5s 2488 [151]	validation_0-mlogloss:0.46959
7244.3s 2489 [152]	validation_0-mlogloss:0.46904
7245.1s 2490 [153]	validation_0-mlogloss:0.46859
7245.9s 2491 [154]	validation_0-mlogloss:0.46796
7246.7s 2492 [155]	validation_0-mlogloss:0.46776
7247.5s 2493 [156]	validation_0-mlogloss:0.46722
7248.4s 2494 [157]	validation_0-mlogloss:0.46662
7249.2s 2495 [158]	validation_0-mlogloss:0.46614
7250.0s 2496 [159]	validation_0-mlogloss:0.46570
7250.9s 2497 [160]	validation_0-mlogloss:0.46531
7251.9s 2498 [161]	validation_0-mlogloss:0.46498
7252.9s 2499 [162]	validation_0-mlogloss:0.46440
7253.8s 2500 [163]	validation_0-mlogloss:0.46420
7254.7s 2501 [164]	validation_0-mlogloss:0.46357
7255.5s 2502 [165]	validation_0-mlogloss:0.46328
7256.4s 2503 [166]	validation_0-mlogloss:0.46287
7259.1s 2504 [167]	validation_0-mlogloss:0.46186
7259.1s 2505 [168]	validation_0-mlogloss:0.46157
7259.3s 2506 [169]	validation_0-mlogloss:0.46081
7260.2s 2507 [170]	validation_0-mlogloss:0.46051
7261.1s 2508 [171]	validation_0-mlogloss:0.46011
7262.1s 2509 [172]	validation_0-mlogloss:0.45985
7263.0s 2510 [173]	validation_0-mlogloss:0.45949
7264.0s 2511 [174]	validation_0-mlogloss:0.45899
7264.9s 2512 [175]	validation_0-mlogloss:0.45872
7265.8s 2513 [176]	validation_0-mlogloss:0.45832
7266.8s 2514 [177]	validation_0-mlogloss:0.45756
7267.7s 2515 [178]	validation_0-mlogloss:0.45710
7268.6s 2516 [179]	validation_0-mlogloss:0.45679
7269.6s 2517 [180]	validation_0-mlogloss:0.45645
7270.5s 2518 [181]	validation_0-mlogloss:0.45624
7271.5s 2519 [182]	validation_0-mlogloss:0.45608
7272.4s 2520 [183]	validation_0-mlogloss:0.45563
7273.4s 2521 [184]	validation_0-mlogloss:0.45533
7274.5s 2522 [185]	validation_0-mlogloss:0.45467
7275.5s 2523 [186]	validation_0-mlogloss:0.45404
7276.4s 2524 [187]	validation_0-mlogloss:0.45354
7277.4s 2525 [188]	validation_0-mlogloss:0.45313
7278.4s 2526 [189]	validation_0-mlogloss:0.45257
7279.4s 2527 [190]	validation_0-mlogloss:0.45240
7280.4s 2528 [191]	validation_0-mlogloss:0.45212
7281.4s 2529 [192]	validation_0-mlogloss:0.45188
7282.4s 2530 [193]	validation_0-mlogloss:0.45127
7283.4s 2531 [194]	validation_0-mlogloss:0.45084
7284.6s 2532 [195]	validation_0-mlogloss:0.44995
7285.9s 2533 [196]	validation_0-mlogloss:0.44977
7286.9s 2534 [197]	validation_0-mlogloss:0.44945
7288.0s 2535 [198]	validation_0-mlogloss:0.44904
7289.0s 2536 [199]	validation_0-mlogloss:0.44868
7292.0s 2537 [200]	validation_0-mlogloss:0.44852
7292.0s 2538 [201]	validation_0-mlogloss:0.44794
7292.5s 2539 [202]	validation_0-mlogloss:0.44767
7293.6s 2540 [203]	validation_0-mlogloss:0.44733
7294.7s 2541 [204]	validation_0-mlogloss:0.44724
7295.7s 2542 [205]	validation_0-mlogloss:0.44670
7297.0s 2543 [206]	validation_0-mlogloss:0.44650
7298.2s 2544 [207]	validation_0-mlogloss:0.44620
7299.2s 2545 [208]	validation_0-mlogloss:0.44567
7300.3s 2546 [209]	validation_0-mlogloss:0.44485
7301.4s 2547 [210]	validation_0-mlogloss:0.44435
7302.5s 2548 [211]	validation_0-mlogloss:0.44403
7303.6s 2549 [212]	validation_0-mlogloss:0.44354
7304.7s 2550 [213]	validation_0-mlogloss:0.44321
7305.8s 2551 [214]	validation_0-mlogloss:0.44306
7307.0s 2552 [215]	validation_0-mlogloss:0.44248
7308.2s 2553 [216]	validation_0-mlogloss:0.44215
7309.3s 2554 [217]	validation_0-mlogloss:0.44184
7310.4s 2555 [218]	validation_0-mlogloss:0.44165
7311.6s 2556 [219]	validation_0-mlogloss:0.44122
7312.7s 2557 [220]	validation_0-mlogloss:0.44104
7313.9s 2558 [221]	validation_0-mlogloss:0.44082
7315.0s 2559 [222]	validation_0-mlogloss:0.44053
7316.2s 2560 [223]	validation_0-mlogloss:0.44031
7317.4s 2561 [224]	validation_0-mlogloss:0.44008
7318.9s 2562 [225]	validation_0-mlogloss:0.44002
7320.1s 2563 [226]	validation_0-mlogloss:0.43968
7321.3s 2564 [227]	validation_0-mlogloss:0.43952
7324.4s 2565 [228]	validation_0-mlogloss:0.43938
7324.4s 2566 [229]	validation_0-mlogloss:0.43891
7325.2s 2567 [230]	validation_0-mlogloss:0.43861
7326.4s 2568 [231]	validation_0-mlogloss:0.43843
7327.6s 2569 [232]	validation_0-mlogloss:0.43823
7328.8s 2570 [233]	validation_0-mlogloss:0.43816
7330.1s 2571 [234]	validation_0-mlogloss:0.43800
7331.4s 2572 [235]	validation_0-mlogloss:0.43762
7332.6s 2573 [236]	validation_0-mlogloss:0.43742
7333.8s 2574 [237]	validation_0-mlogloss:0.43731
7335.1s 2575 [238]	validation_0-mlogloss:0.43721
7336.3s 2576 [239]	validation_0-mlogloss:0.43695
7337.6s 2577 [240]	validation_0-mlogloss:0.43677
7338.8s 2578 [241]	validation_0-mlogloss:0.43625
7340.2s 2579 [242]	validation_0-mlogloss:0.43569
7341.5s 2580 [243]	validation_0-mlogloss:0.43542
7342.8s 2581 [244]	validation_0-mlogloss:0.43496
7344.1s 2582 [245]	validation_0-mlogloss:0.43486
7345.3s 2583 [246]	validation_0-mlogloss:0.43471
7346.6s 2584 [247]	validation_0-mlogloss:0.43456
7347.9s 2585 [248]	validation_0-mlogloss:0.43428
7349.2s 2586 [249]	validation_0-mlogloss:0.43407
7350.7s 2587 [250]	validation_0-mlogloss:0.43360
7352.2s 2588 [251]	validation_0-mlogloss:0.43333
7353.5s 2589 [252]	validation_0-mlogloss:0.43320
7356.6s 2590 [253]	validation_0-mlogloss:0.43314
7356.6s 2591 [254]	validation_0-mlogloss:0.43286
7357.8s 2592 [255]	validation_0-mlogloss:0.43251
7359.1s 2593 [256]	validation_0-mlogloss:0.43189
7360.4s 2594 [257]	validation_0-mlogloss:0.43181
7361.8s 2595 [258]	validation_0-mlogloss:0.43158
7363.2s 2596 [259]	validation_0-mlogloss:0.43137
7364.6s 2597 [260]	validation_0-mlogloss:0.43114
7365.9s 2598 [261]	validation_0-mlogloss:0.43073
7367.3s 2599 [262]	validation_0-mlogloss:0.43041
7368.7s 2600 [263]	validation_0-mlogloss:0.43033
7370.0s 2601 [264]	validation_0-mlogloss:0.43007
7371.4s 2602 [265]	validation_0-mlogloss:0.42986
7372.8s 2603 [266]	validation_0-mlogloss:0.42978
7374.3s 2604 [267]	validation_0-mlogloss:0.42960
7375.7s 2605 [268]	validation_0-mlogloss:0.42941
7377.1s 2606 [269]	validation_0-mlogloss:0.42885
7378.5s 2607 [270]	validation_0-mlogloss:0.42874
7379.9s 2608 [271]	validation_0-mlogloss:0.42859
7381.3s 2609 [272]	validation_0-mlogloss:0.42808
7383.0s 2610 [273]	validation_0-mlogloss:0.42779
7384.6s 2611 [274]	validation_0-mlogloss:0.42773
7386.0s 2612 [275]	validation_0-mlogloss:0.42757
7389.4s 2613 [276]	validation_0-mlogloss:0.42711
7389.4s 2614 [277]	validation_0-mlogloss:0.42695
7390.7s 2615 [278]	validation_0-mlogloss:0.42679
7392.1s 2616 [279]	validation_0-mlogloss:0.42644
7393.6s 2617 [280]	validation_0-mlogloss:0.42634
7395.1s 2618 [281]	validation_0-mlogloss:0.42611
7396.6s 2619 [282]	validation_0-mlogloss:0.42584
7398.1s 2620 [283]	validation_0-mlogloss:0.42565
7399.6s 2621 [284]	validation_0-mlogloss:0.42560
7401.0s 2622 [285]	validation_0-mlogloss:0.42525
7402.6s 2623 [286]	validation_0-mlogloss:0.42491
7404.0s 2624 [287]	validation_0-mlogloss:0.42465
7405.5s 2625 [288]	validation_0-mlogloss:0.42447
7407.1s 2626 [289]	validation_0-mlogloss:0.42432
7408.6s 2627 [290]	validation_0-mlogloss:0.42401
7410.2s 2628 [291]	validation_0-mlogloss:0.42352
7411.7s 2629 [292]	validation_0-mlogloss:0.42327
7413.2s 2630 [293]	validation_0-mlogloss:0.42297
7414.7s 2631 [294]	validation_0-mlogloss:0.42281
7416.5s 2632 [295]	validation_0-mlogloss:0.42248
7418.2s 2633 [296]	validation_0-mlogloss:0.42215
7421.5s 2634 [297]	validation_0-mlogloss:0.42193
7421.6s 2635 [298]	validation_0-mlogloss:0.42177
7423.1s 2636 [299]	validation_0-mlogloss:0.42155
7424.7s 2637 [300]	validation_0-mlogloss:0.42149
7426.2s 2638 [301]	validation_0-mlogloss:0.42113
7427.8s 2639 [302]	validation_0-mlogloss:0.42064
7429.6s 2640 [303]	validation_0-mlogloss:0.42018
7431.2s 2641 [304]	validation_0-mlogloss:0.41976
7432.8s 2642 [305]	validation_0-mlogloss:0.41963
7434.4s 2643 [306]	validation_0-mlogloss:0.41934
7436.0s 2644 [307]	validation_0-mlogloss:0.41875
7437.6s 2645 [308]	validation_0-mlogloss:0.41805
7439.3s 2646 [309]	validation_0-mlogloss:0.41758
7440.9s 2647 [310]	validation_0-mlogloss:0.41713
7442.5s 2648 [311]	validation_0-mlogloss:0.41707
7444.1s 2649 [312]	validation_0-mlogloss:0.41700
7445.8s 2650 [313]	validation_0-mlogloss:0.41682
7447.4s 2651 [314]	validation_0-mlogloss:0.41640
7449.2s 2652 [315]	validation_0-mlogloss:0.41603
7450.9s 2653 [316]	validation_0-mlogloss:0.41593
7454.4s 2654 [317]	validation_0-mlogloss:0.41591
7454.5s 2655 [318]	validation_0-mlogloss:0.41574
7456.2s 2656 [319]	validation_0-mlogloss:0.41560
7457.9s 2657 [320]	validation_0-mlogloss:0.41544
7459.5s 2658 [321]	validation_0-mlogloss:0.41520
7461.3s 2659 [322]	validation_0-mlogloss:0.41503
7463.0s 2660 [323]	validation_0-mlogloss:0.41490
7464.7s 2661 [324]	validation_0-mlogloss:0.41484
7466.4s 2662 [325]	validation_0-mlogloss:0.41478
7468.1s 2663 [326]	validation_0-mlogloss:0.41451
7469.8s 2664 [327]	validation_0-mlogloss:0.41431
7471.5s 2665 [328]	validation_0-mlogloss:0.41421
7473.3s 2666 [329]	validation_0-mlogloss:0.41408
7475.0s 2667 [330]	validation_0-mlogloss:0.41367
7476.7s 2668 [331]	validation_0-mlogloss:0.41349
7478.4s 2669 [332]	validation_0-mlogloss:0.41329
7480.2s 2670 [333]	validation_0-mlogloss:0.41313
7482.1s 2671 [334]	validation_0-mlogloss:0.41273
7483.9s 2672 [335]	validation_0-mlogloss:0.41250
7487.5s 2673 [336]	validation_0-mlogloss:0.41237
7487.7s 2674 [337]	validation_0-mlogloss:0.41226
7489.5s 2675 [338]	validation_0-mlogloss:0.41193
7491.2s 2676 [339]	validation_0-mlogloss:0.41149
7493.0s 2677 [340]	validation_0-mlogloss:0.41133
7494.9s 2678 [341]	validation_0-mlogloss:0.41122
7496.7s 2679 [342]	validation_0-mlogloss:0.41118
7498.4s 2680 [343]	validation_0-mlogloss:0.41110
7500.2s 2681 [344]	validation_0-mlogloss:0.41101
7502.0s 2682 [345]	validation_0-mlogloss:0.41081
7503.9s 2683 [346]	validation_0-mlogloss:0.41079
7505.8s 2684 [347]	validation_0-mlogloss:0.41064
7507.6s 2685 [348]	validation_0-mlogloss:0.41061
7509.4s 2686 [349]	validation_0-mlogloss:0.41043
7511.3s 2687 [350]	validation_0-mlogloss:0.41038
7513.1s 2688 [351]	validation_0-mlogloss:0.41007
7515.1s 2689 [352]	validation_0-mlogloss:0.41003
7517.0s 2690 [353]	validation_0-mlogloss:0.40968
7520.6s 2691 [354]	validation_0-mlogloss:0.40962
7520.9s 2692 [355]	validation_0-mlogloss:0.40949
7522.8s 2693 [356]	validation_0-mlogloss:0.40934
7524.6s 2694 [357]	validation_0-mlogloss:0.40927
7526.5s 2695 [358]	validation_0-mlogloss:0.40921
7528.5s 2696 [359]	validation_0-mlogloss:0.40909
7530.3s 2697 [360]	validation_0-mlogloss:0.40883
7532.2s 2698 [361]	validation_0-mlogloss:0.40876
7534.1s 2699 [362]	validation_0-mlogloss:0.40864
7536.0s 2700 [363]	validation_0-mlogloss:0.40859
7537.9s 2701 [364]	validation_0-mlogloss:0.40814
7539.9s 2702 [365]	validation_0-mlogloss:0.40802
7541.7s 2703 [366]	validation_0-mlogloss:0.40784
7543.7s 2704 [367]	validation_0-mlogloss:0.40763
7545.6s 2705 [368]	validation_0-mlogloss:0.40752
7547.7s 2706 [369]	validation_0-mlogloss:0.40748
7549.8s 2707 [370]	validation_0-mlogloss:0.40719
7553.5s 2708 [371]	validation_0-mlogloss:0.40704
7553.9s 2709 [372]	validation_0-mlogloss:0.40691
7555.8s 2710 [373]	validation_0-mlogloss:0.40669
7557.8s 2711 [374]	validation_0-mlogloss:0.40652
7559.7s 2712 [375]	validation_0-mlogloss:0.40636
7561.8s 2713 [376]	validation_0-mlogloss:0.40617
7563.7s 2714 [377]	validation_0-mlogloss:0.40587
7565.7s 2715 [378]	validation_0-mlogloss:0.40576
7567.6s 2716 [379]	validation_0-mlogloss:0.40561
7569.6s 2717 [380]	validation_0-mlogloss:0.40556
7571.7s 2718 [381]	validation_0-mlogloss:0.40534
7573.7s 2719 [382]	validation_0-mlogloss:0.40507
7575.7s 2720 [383]	validation_0-mlogloss:0.40499
7577.7s 2721 [384]	validation_0-mlogloss:0.40472
7579.9s 2722 [385]	validation_0-mlogloss:0.40449
7582.0s 2723 [386]	validation_0-mlogloss:0.40430
7586.0s 2724 [387]	validation_0-mlogloss:0.40417
7586.4s 2725 [388]	validation_0-mlogloss:0.40383
7588.4s 2726 [389]	validation_0-mlogloss:0.40369
7590.4s 2727 [390]	validation_0-mlogloss:0.40361
7592.5s 2728 [391]	validation_0-mlogloss:0.40361
7594.6s 2729 [392]	validation_0-mlogloss:0.40352
7596.6s 2730 [393]	validation_0-mlogloss:0.40351
7598.7s 2731 [394]	validation_0-mlogloss:0.40339
7600.8s 2732 [395]	validation_0-mlogloss:0.40311
7602.8s 2733 [396]	validation_0-mlogloss:0.40285
7605.0s 2734 [397]	validation_0-mlogloss:0.40254
7607.1s 2735 [398]	validation_0-mlogloss:0.40236
7609.1s 2736 [399]	validation_0-mlogloss:0.40216
7609.9s 2737 [32m[I 2022-06-15 18:09:37,329][0m Trial 18 finished with value: 0.8389464594127807 and parameters: {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'dart'}. Best is trial 15 with value: 0.8389464594127807.[0m
7610.0s 2738 precision    recall  f1-score   support
7610.0s 2739 
7610.0s 2740 0       1.00      1.00      1.00       413
7610.0s 2741 1       0.71      0.75      0.73       413
7610.0s 2742 2       0.91      0.96      0.93       411
7610.0s 2743 3       1.00      0.99      1.00       389
7610.0s 2744 4       0.63      0.62      0.63       380
7610.0s 2745 5       0.77      0.65      0.70       310
7610.0s 2746 
7610.0s 2747 accuracy                           0.84      2316
7610.0s 2748 macro avg       0.83      0.83      0.83      2316
7610.0s 2749 weighted avg       0.84      0.84      0.84      2316
7610.0s 2750 
7610.0s 2751 (44004, 75)
7610.0s 2752 (44004,)
7610.0s 2753 (2316, 75)
7610.0s 2754 (2316,)
7610.0s 2755 [0]	validation_0-mlogloss:1.63593
7610.1s 2756 [1]	validation_0-mlogloss:1.51549
7610.1s 2757 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
7610.1s 2758 UserWarning,
7610.1s 2759 [2]	validation_0-mlogloss:1.41681
7610.1s 2760 [3]	validation_0-mlogloss:1.33329
7610.2s 2761 [4]	validation_0-mlogloss:1.26264
7610.2s 2762 [5]	validation_0-mlogloss:1.20128
7610.3s 2763 [6]	validation_0-mlogloss:1.14691
7610.3s 2764 [7]	validation_0-mlogloss:1.09939
7610.4s 2765 [8]	validation_0-mlogloss:1.05741
7610.5s 2766 [9]	validation_0-mlogloss:1.01892
7610.5s 2767 [10]	validation_0-mlogloss:0.98501
7610.6s 2768 [11]	validation_0-mlogloss:0.95323
7610.7s 2769 [12]	validation_0-mlogloss:0.92339
7610.8s 2770 [13]	validation_0-mlogloss:0.89727
7610.9s 2771 [14]	validation_0-mlogloss:0.87362
7611.0s 2772 [15]	validation_0-mlogloss:0.85157
7611.1s 2773 [16]	validation_0-mlogloss:0.83161
7611.2s 2774 [17]	validation_0-mlogloss:0.81254
7611.3s 2775 [18]	validation_0-mlogloss:0.79590
7611.4s 2776 [19]	validation_0-mlogloss:0.78080
7611.5s 2777 [20]	validation_0-mlogloss:0.76633
7611.7s 2778 [21]	validation_0-mlogloss:0.75324
7611.8s 2779 [22]	validation_0-mlogloss:0.74085
7611.9s 2780 [23]	validation_0-mlogloss:0.72997
7612.1s 2781 [24]	validation_0-mlogloss:0.71980
7612.3s 2782 [25]	validation_0-mlogloss:0.71010
7612.4s 2783 [26]	validation_0-mlogloss:0.70125
7612.7s 2784 [27]	validation_0-mlogloss:0.69325
7612.9s 2785 [28]	validation_0-mlogloss:0.68532
7613.1s 2786 [29]	validation_0-mlogloss:0.67795
7613.3s 2787 [30]	validation_0-mlogloss:0.67030
7613.5s 2788 [31]	validation_0-mlogloss:0.66276
7613.7s 2789 [32]	validation_0-mlogloss:0.65620
7613.8s 2790 [33]	validation_0-mlogloss:0.65017
7614.0s 2791 [34]	validation_0-mlogloss:0.64438
7614.2s 2792 [35]	validation_0-mlogloss:0.63895
7614.4s 2793 [36]	validation_0-mlogloss:0.63405
7614.7s 2794 [37]	validation_0-mlogloss:0.62825
7614.9s 2795 [38]	validation_0-mlogloss:0.62401
7615.1s 2796 [39]	validation_0-mlogloss:0.61888
7615.4s 2797 [40]	validation_0-mlogloss:0.61413
7615.7s 2798 [41]	validation_0-mlogloss:0.60978
7615.9s 2799 [42]	validation_0-mlogloss:0.60526
7617.9s 2800 [43]	validation_0-mlogloss:0.60137
7617.9s 2801 [44]	validation_0-mlogloss:0.59760
7617.9s 2802 [45]	validation_0-mlogloss:0.59409
7617.9s 2803 [46]	validation_0-mlogloss:0.59094
7617.9s 2804 [47]	validation_0-mlogloss:0.58748
7617.9s 2805 [48]	validation_0-mlogloss:0.58509
7618.0s 2806 [49]	validation_0-mlogloss:0.58196
7618.2s 2807 [50]	validation_0-mlogloss:0.57945
7618.5s 2808 [51]	validation_0-mlogloss:0.57673
7618.8s 2809 [52]	validation_0-mlogloss:0.57359
7619.1s 2810 [53]	validation_0-mlogloss:0.57171
7619.4s 2811 [54]	validation_0-mlogloss:0.56956
7619.7s 2812 [55]	validation_0-mlogloss:0.56669
7620.0s 2813 [56]	validation_0-mlogloss:0.56506
7620.3s 2814 [57]	validation_0-mlogloss:0.56253
7620.6s 2815 [58]	validation_0-mlogloss:0.56043
7621.0s 2816 [59]	validation_0-mlogloss:0.55849
7621.3s 2817 [60]	validation_0-mlogloss:0.55677
7621.6s 2818 [61]	validation_0-mlogloss:0.55508
7622.0s 2819 [62]	validation_0-mlogloss:0.55311
7622.3s 2820 [63]	validation_0-mlogloss:0.55166
7622.7s 2821 [64]	validation_0-mlogloss:0.54971
7623.0s 2822 [65]	validation_0-mlogloss:0.54757
7623.4s 2823 [66]	validation_0-mlogloss:0.54562
7623.7s 2824 [67]	validation_0-mlogloss:0.54398
7624.1s 2825 [68]	validation_0-mlogloss:0.54235
7624.5s 2826 [69]	validation_0-mlogloss:0.54054
7624.9s 2827 [70]	validation_0-mlogloss:0.53885
7625.2s 2828 [71]	validation_0-mlogloss:0.53714
7625.6s 2829 [72]	validation_0-mlogloss:0.53584
7626.1s 2830 [73]	validation_0-mlogloss:0.53410
7626.5s 2831 [74]	validation_0-mlogloss:0.53290
7626.9s 2832 [75]	validation_0-mlogloss:0.53165
7627.4s 2833 [76]	validation_0-mlogloss:0.53043
7627.8s 2834 [77]	validation_0-mlogloss:0.52903
7628.2s 2835 [78]	validation_0-mlogloss:0.52774
7628.6s 2836 [79]	validation_0-mlogloss:0.52645
7629.1s 2837 [80]	validation_0-mlogloss:0.52536
7629.5s 2838 [81]	validation_0-mlogloss:0.52406
7629.9s 2839 [82]	validation_0-mlogloss:0.52313
7630.4s 2840 [83]	validation_0-mlogloss:0.52184
7630.8s 2841 [84]	validation_0-mlogloss:0.52059
7631.3s 2842 [85]	validation_0-mlogloss:0.51974
7631.7s 2843 [86]	validation_0-mlogloss:0.51868
7632.2s 2844 [87]	validation_0-mlogloss:0.51701
7632.7s 2845 [88]	validation_0-mlogloss:0.51620
7633.1s 2846 [89]	validation_0-mlogloss:0.51506
7633.6s 2847 [90]	validation_0-mlogloss:0.51406
7634.1s 2848 [91]	validation_0-mlogloss:0.51320
7634.6s 2849 [92]	validation_0-mlogloss:0.51239
7635.1s 2850 [93]	validation_0-mlogloss:0.51166
7635.6s 2851 [94]	validation_0-mlogloss:0.51098
7636.1s 2852 [95]	validation_0-mlogloss:0.51021
7636.6s 2853 [96]	validation_0-mlogloss:0.50974
7637.2s 2854 [97]	validation_0-mlogloss:0.50857
7637.8s 2855 [98]	validation_0-mlogloss:0.50732
7638.4s 2856 [99]	validation_0-mlogloss:0.50629
7638.9s 2857 [100]	validation_0-mlogloss:0.50561
7639.5s 2858 [101]	validation_0-mlogloss:0.50520
7640.0s 2859 [102]	validation_0-mlogloss:0.50463
7640.6s 2860 [103]	validation_0-mlogloss:0.50401
7641.1s 2861 [104]	validation_0-mlogloss:0.50290
7641.7s 2862 [105]	validation_0-mlogloss:0.50200
7642.2s 2863 [106]	validation_0-mlogloss:0.50102
7642.8s 2864 [107]	validation_0-mlogloss:0.49954
7643.4s 2865 [108]	validation_0-mlogloss:0.49854
7643.9s 2866 [109]	validation_0-mlogloss:0.49739
